COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share,Continent
Brazil,JUN2015,June 2015,2015,6,June,Geothermal,0.0,4,0.0,,0.0,South America
Chile,JUN2015,June 2015,2015,6,June,Hydro,1599.324,1,23403.001,9267.512,0.2636880188708954,South America
Chile,JUN2015,June 2015,2015,6,June,Wind,206.504,2,2111.999,470.258,0.0340472791310049,South America
Chile,JUN2015,June 2015,2015,6,June,Solar,76.521,3,1238.001,153.284,0.012616374725834,South America
Colombia,JUN2015,June 2015,2015,6,June,Hydro,4136.213,1,47938.041,22469.502,0.6633475869809022,South America
Colombia,JUN2015,June 2015,2015,6,June,Wind,7.014,2,67.497,38.242,0.0011248743657746,South America
Colombia,JUN2015,June 2015,2015,6,June,Solar,0.697,3,8.947,4.488,0.0001117817839955,South America
Argentina,JUL2015,July 2015,2015,7,July,Hydro,3158.168,1,31843.542,,0.2608145354663711,South America
Argentina,JUL2015,July 2015,2015,7,July,Wind,52.493,2,588.61,,0.0043350883835933,South America
Argentina,JUL2015,July 2015,2015,7,July,Solar,1.04,3,14.912,,8.588748821627791e-05,South America
Argentina,JUL2015,July 2015,2015,7,July,Geothermal,0.0,4,0.0,,0.0,South America
Brazil,JUL2015,July 2015,2015,7,July,Hydro,27484.029,1,355076.9,,0.5993848700405474,South America
Brazil,JUL2015,July 2015,2015,7,July,Wind,1955.068,2,21465.9,,0.0426370594755387,South America
Brazil,JUL2015,July 2015,2015,7,July,Solar,3.086,3,58.652,,6.730096627918451e-05,South America
Brazil,JUL2015,July 2015,2015,7,July,Geothermal,0.0,4,0.0,,0.0,South America
Chile,JUL2015,July 2015,2015,7,July,Hydro,1748.396,1,23403.001,10810.327,0.2814983785308533,South America
Chile,JUL2015,July 2015,2015,7,July,Wind,173.137,2,2111.999,602.644,0.0278757128040194,South America
Chile,JUL2015,July 2015,2015,7,July,Solar,82.898,3,1238.001,187.984,0.0133468919989811,South America
Colombia,JUL2015,July 2015,2015,7,July,Hydro,4401.239,1,47938.041,26574.82,0.6758524476630533,South America
Colombia,JUL2015,July 2015,2015,7,July,Wind,7.075,2,67.497,46.955,0.0010864340853146,South America
Colombia,JUL2015,July 2015,2015,7,July,Solar,0.75,3,8.947,5.238,0.0001151696910227,South America
Argentina,AUG2015,August 2015,2015,8,August,Hydro,3343.331,1,31843.542,,0.2962878970356596,South America
Argentina,AUG2015,August 2015,2015,8,August,Wind,51.677,2,588.61,,0.0045796451667847,South America
Argentina,AUG2015,August 2015,2015,8,August,Solar,1.12,3,14.912,,9.92550377692005e-05,South America
Argentina,AUG2015,August 2015,2015,8,August,Geothermal,0.0,4,0.0,,0.0,South America
Brazil,AUG2015,August 2015,2015,8,August,Hydro,27728.919,1,355076.9,,0.5862459065311271,South America
Brazil,AUG2015,August 2015,2015,8,August,Wind,2576.834,2,21465.9,,0.054479526746435,South America
Brazil,AUG2015,August 2015,2015,8,August,Solar,4.037,3,58.652,,8.535041429729589e-05,South America
Brazil,AUG2015,August 2015,2015,8,August,Geothermal,0.0,4,0.0,,0.0,South America
Chile,AUG2015,August 2015,2015,8,August,Hydro,2288.666,1,23403.001,13241.832,0.377228739300197,South America
Chile,AUG2015,August 2015,2015,8,August,Wind,192.693,2,2111.999,729.712,0.0317605703330992,South America
Chile,AUG2015,August 2015,2015,8,August,Solar,87.453,3,1238.001,229.63,0.0144144164932847,South America
Colombia,AUG2015,August 2015,2015,8,August,Hydro,4572.769,1,47938.041,30633.698,0.6950257474982066,South America
Colombia,AUG2015,August 2015,2015,8,August,Wind,5.856,2,67.497,52.393,0.0008900669982125,South America
Colombia,AUG2015,August 2015,2015,8,August,Solar,0.75,3,8.947,5.988,0.0001139942364514,South America
Argentina,SEP2015,September 2015,2015,9,September,Hydro,3460.589,1,31843.542,,0.3131068749552699,South America
Argentina,SEP2015,September 2015,2015,9,September,Wind,48.779,2,588.61,,0.0044134221814388,South America
Argentina,SEP2015,September 2015,2015,9,September,Solar,1.36,3,14.912,,0.0001230499634423,South America
Argentina,SEP2015,September 2015,2015,9,September,Geothermal,0.0,4,0.0,,0.0,South America
Brazil,SEP2015,September 2015,2015,9,September,Hydro,28171.055,1,355076.9,,0.5976025178212844,South America
Brazil,SEP2015,September 2015,2015,9,September,Wind,2281.711,2,21465.9,,0.0484027395686998,South America
Brazil,SEP2015,September 2015,2015,9,September,Solar,7.406,3,58.652,,0.0001571060880391,South America
Brazil,SEP2015,September 2015,2015,9,September,Geothermal,0.0,4,0.0,,0.0,South America
Chile,SEP2015,September 2015,2015,9,September,Hydro,2238.116,1,23403.001,15493.764,0.3900871410900645,South America
Chile,SEP2015,September 2015,2015,9,September,Wind,181.989,2,2111.999,882.57,0.0317193428400671,South America
Chile,SEP2015,September 2015,2015,9,September,Solar,119.336,3,1238.001,277.162,0.0207993862110471,South America
Colombia,SEP2015,September 2015,2015,9,September,Hydro,4027.145,1,47938.041,34798.847,0.6180701741461668,South America
Colombia,SEP2015,September 2015,2015,9,September,Wind,3.889,2,67.497,56.893,0.0005968682297892,South America
Colombia,SEP2015,September 2015,2015,9,September,Solar,0.745,3,8.947,6.733,0.0001143396326029,South America
Argentina,OCT2015,October 2015,2015,10,October,Hydro,3402.642,1,31843.542,,0.3160476493584431,South America
Argentina,OCT2015,October 2015,2015,10,October,Wind,52.399,2,588.61,,0.0048669771250496,South America
Argentina,OCT2015,October 2015,2015,10,October,Solar,1.214,3,14.912,,0.0001127599807212,South America
Argentina,OCT2015,October 2015,2015,10,October,Geothermal,0.0,4,0.0,,0.0,South America
Brazil,OCT2015,October 2015,2015,10,October,Hydro,30341.364,1,355076.9,,0.6164994786709203,South America
Brazil,OCT2015,October 2015,2015,10,October,Wind,2477.654,2,21465.9,,0.0503429047991026,South America
Brazil,OCT2015,October 2015,2015,10,October,Solar,9.345,3,58.652,,0.0001898789925258,South America
Brazil,OCT2015,October 2015,2015,10,October,Geothermal,0.0,4,0.0,,0.0,South America
Chile,OCT2015,October 2015,2015,10,October,Hydro,2428.747,1,23403.001,18026.454,0.4006098679383712,South America
Chile,OCT2015,October 2015,2015,10,October,Wind,222.467,2,2111.999,1042.385,0.0366948370870435,South America
Chile,OCT2015,October 2015,2015,10,October,Solar,134.823,3,1238.001,331.117,0.0222383905054972,South America
Colombia,OCT2015,October 2015,2015,10,October,Hydro,3383.799,1,47938.041,38871.515,0.5228348230530083,South America
Colombia,OCT2015,October 2015,2015,10,October,Wind,3.605,2,67.497,60.597,0.0005570128536317,South America
Colombia,OCT2015,October 2015,2015,10,October,Solar,0.688,3,8.947,7.421,0.000106303701331,South America
Argentina,NOV2015,November 2015,2015,11,November,Hydro,2461.563,1,31843.542,,0.2485158335819437,South America
Argentina,NOV2015,November 2015,2015,11,November,Wind,45.764,2,588.61,,0.0046202671262299,South America
Argentina,NOV2015,November 2015,2015,11,November,Solar,1.337,3,14.912,,0.0001349815826363,South America
Argentina,NOV2015,November 2015,2015,11,November,Geothermal,0.0,4,0.0,,0.0,South America
Brazil,NOV2015,November 2015,2015,11,November,Hydro,29210.537,1,355076.9,,0.6252034147850034,South America
Brazil,NOV2015,November 2015,2015,11,November,Wind,1970.924,2,21465.9,,0.0421843807623844,South America
Brazil,NOV2015,November 2015,2015,11,November,Solar,9.157,3,58.652,,0.0001959904971684,South America
Brazil,NOV2015,November 2015,2015,11,November,Geothermal,0.0,4,0.0,,0.0,South America
Chile,NOV2015,November 2015,2015,11,November,Hydro,2929.724,1,23403.001,20477.427,0.4955142434019361,South America
Chile,NOV2015,November 2015,2015,11,November,Wind,219.852,2,2111.999,1245.608,0.037184320925931,South America
Chile,NOV2015,November 2015,2015,11,November,Solar,145.754,3,1238.001,390.468,0.0246518726790666,South America
Colombia,NOV2015,November 2015,2015,11,November,Hydro,3246.676,1,47938.041,43068.636,0.5272990143867763,South America
Colombia,NOV2015,November 2015,2015,11,November,Wind,4.217,2,67.497,64.308,0.0006848912375823,South America
Colombia,NOV2015,November 2015,2015,11,November,Solar,0.648,3,8.947,8.069,0.0001052429504276,South America
Argentina,DEC2015,December 2015,2015,12,December,Hydro,2868.537,1,31843.542,,0.2361474374114458,South America
Argentina,DEC2015,December 2015,2015,12,December,Wind,55.301,2,588.61,,0.0045525609173911,South America
Argentina,DEC2015,December 2015,2015,12,December,Solar,1.465,3,14.912,,0.0001206036372575,South America
Argentina,DEC2015,December 2015,2015,12,December,Geothermal,0.0,4,0.0,,0.0,South America
Brazil,DEC2015,December 2015,2015,12,December,Hydro,30978.888,1,355076.9,,0.6555981307544927,South America
Brazil,DEC2015,December 2015,2015,12,December,Wind,2155.619,2,21465.9,,0.0456188029415022,South America
Brazil,DEC2015,December 2015,2015,12,December,Solar,8.601,3,58.652,,0.0001820207207766,South America
Brazil,DEC2015,December 2015,2015,12,December,Geothermal,0.0,4,0.0,,0.0,South America
Chile,DEC2015,December 2015,2015,12,December,Hydro,2725.773,1,23403.001,22814.0,0.4409180464700972,South America
Chile,DEC2015,December 2015,2015,12,December,Wind,228.833,2,2111.999,1441.001,0.0370157747280832,South America
Chile,DEC2015,December 2015,2015,12,December,Solar,151.22,3,1238.001,479.999,0.0244611810987958,South America
Colombia,DEC2015,December 2015,2015,12,December,Hydro,3279.061,1,47938.041,47249.092,0.5118885024862583,South America
Colombia,DEC2015,December 2015,2015,12,December,Wind,6.58,2,67.497,69.482,0.0010271923414537,South America
Colombia,DEC2015,December 2015,2015,12,December,Solar,0.878,3,8.947,8.947,0.0001370630510328,South America
Argentina,JAN2016,January 2016,2016,1,January,Hydro,2879.946,1,29316.745,2519.945,0.2218023472981579,South America
Argentina,JAN2016,January 2016,2016,1,January,Wind,48.728,2,543.942,51.294,0.0037528428585621,South America
Argentina,JAN2016,January 2016,2016,1,January,Solar,1.298,3,13.917,1.511,9.99669600725184e-05,South America
Argentina,JAN2016,January 2016,2016,1,January,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,JAN2016,January 2016,2016,1,January,Hydro,33147.458,1,375970.336,34343.374,0.7060338295161557,South America
Brazil,JAN2016,January 2016,2016,1,January,Wind,1356.074,2,33240.086,1543.12,0.0288840887686558,South America
Brazil,JAN2016,January 2016,2016,1,January,Solar,6.556,3,84.498,2.613,0.0001396414104003,South America
Brazil,JAN2016,January 2016,2016,1,January,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,JAN2016,January 2016,2016,1,January,Hydro,2554.898,1,22807.999,1935.863,0.3972565656848363,South America
Chile,JAN2016,January 2016,2016,1,January,Wind,173.14,2,2445.999,119.982,0.0269212319954348,South America
Chile,JAN2016,January 2016,2016,1,January,Solar,178.063,3,2589.998,92.918,0.0276867005475518,South America
Colombia,JAN2016,January 2016,2016,1,January,Hydro,2913.965,1,48459.195,3931.459,0.470578631339363,South America
Colombia,JAN2016,January 2016,2016,1,January,Wind,4.899,2,50.622,5.562,0.0007911435844052,South America
Colombia,JAN2016,January 2016,2016,1,January,Solar,1.065,3,8.947,1.065,0.0001719877357402,South America
Argentina,FEB2016,February 2016,2016,2,February,Hydro,2642.561,1,29316.745,4552.224,0.2080812399702039,South America
Argentina,FEB2016,February 2016,2016,2,February,Wind,44.432,2,543.942,93.798,0.0034986763425162,South America
Argentina,FEB2016,February 2016,2016,2,February,Solar,1.32,3,13.917,2.773,0.000103939790514,South America
Argentina,FEB2016,February 2016,2016,2,February,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,FEB2016,February 2016,2016,2,February,Hydro,32616.655,1,375970.336,64429.01,0.7305425939260106,South America
Brazil,FEB2016,February 2016,2016,2,February,Wind,1815.583,2,33240.086,2705.872,0.0406651360879271,South America
Brazil,FEB2016,February 2016,2016,2,February,Solar,7.098,3,84.498,5.088,0.0001589798626403,South America
Brazil,FEB2016,February 2016,2016,2,February,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,FEB2016,February 2016,2016,2,February,Hydro,2033.899,1,22807.999,3350.429,0.3289280553014709,South America
Chile,FEB2016,February 2016,2016,2,February,Wind,173.358,2,2445.999,238.85,0.0280359594114321,South America
Chile,FEB2016,February 2016,2016,2,February,Solar,168.95,3,2589.998,187.658,0.0273230848450112,South America
Colombia,FEB2016,February 2016,2016,2,February,Hydro,2937.529,1,48459.195,8013.726,0.4835108383542523,South America
Colombia,FEB2016,February 2016,2016,2,February,Wind,5.978,2,50.622,10.41,0.0009839657044004,South America
Colombia,FEB2016,February 2016,2016,2,February,Solar,0.831,3,8.947,1.896,0.0001367807795846,South America
Argentina,MAR2016,March 2016,2016,3,March,Hydro,2310.101,1,29316.745,6695.123,0.2112475147496442,South America
Argentina,MAR2016,March 2016,2016,3,March,Wind,49.699,2,543.942,134.94,0.0045447321288301,South America
Argentina,MAR2016,March 2016,2016,3,March,Solar,1.257,3,13.917,4.086,0.0001149465439131,South America
Argentina,MAR2016,March 2016,2016,3,March,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,MAR2016,March 2016,2016,3,March,Hydro,36394.707,1,375970.336,96786.831,0.7447208849798543,South America
Brazil,MAR2016,March 2016,2016,3,March,Wind,2064.769,2,33240.086,3821.227,0.0422500062154359,South America
Brazil,MAR2016,March 2016,2016,3,March,Solar,7.959,3,84.498,8.239,0.0001628597675907,South America
Brazil,MAR2016,March 2016,2016,3,March,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,MAR2016,March 2016,2016,3,March,Hydro,1665.817,1,22807.999,4810.856,0.2505572352288481,South America
Chile,MAR2016,March 2016,2016,3,March,Wind,129.776,2,2445.999,379.777,0.019519740619203,South America
Chile,MAR2016,March 2016,2016,3,March,Solar,179.936,3,2589.998,267.823,0.0270643574162936,South America
Colombia,MAR2016,March 2016,2016,3,March,Hydro,2592.859,1,48459.195,12331.531,0.4321542586259714,South America
Colombia,MAR2016,March 2016,2016,3,March,Wind,5.579,2,50.622,16.791,0.0009298571996681,South America
Colombia,MAR2016,March 2016,2016,3,March,Solar,0.665,3,8.947,2.561,0.0001108361781285,South America
Argentina,APR2016,April 2016,2016,4,April,Hydro,2367.2,1,29316.745,8585.294,0.2210771552921324,South America
Argentina,APR2016,April 2016,2016,4,April,Wind,51.064,2,543.942,179.193,0.0047689607375115,South America
Argentina,APR2016,April 2016,2016,4,April,Solar,0.823,3,13.917,5.278,7.686148141493115e-05,South America
Argentina,APR2016,April 2016,2016,4,April,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,APR2016,April 2016,2016,4,April,Hydro,33344.371,1,375970.336,126356.341,0.686482768576601,South America
Brazil,APR2016,April 2016,2016,4,April,Wind,2332.603,2,33240.086,4815.025,0.0480228511561992,South America
Brazil,APR2016,April 2016,2016,4,April,Solar,6.693,3,84.498,11.487,0.0001377932476244,South America
Brazil,APR2016,April 2016,2016,4,April,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,APR2016,April 2016,2016,4,April,Hydro,1745.431,1,22807.999,6149.675,0.2851600471958126,South America
Chile,APR2016,April 2016,2016,4,April,Wind,178.041,2,2445.999,507.485,0.0290874746482614,South America
Chile,APR2016,April 2016,2016,4,April,Solar,151.53,3,2589.998,353.454,0.0247562361110702,South America
Colombia,APR2016,April 2016,2016,4,April,Hydro,3430.949,1,48459.195,16684.469,0.5729512555016496,South America
Colombia,APR2016,April 2016,2016,4,April,Wind,4.103,2,50.622,22.965,0.0006851803979957,South America
Colombia,APR2016,April 2016,2016,4,April,Solar,0.56,3,8.947,3.121,9.351718812518749e-05,South America
Argentina,MAY2016,May 2016,2016,5,May,Hydro,2836.279,1,29316.745,10412.544,0.2400912426276129,South America
Argentina,MAY2016,May 2016,2016,5,May,Wind,33.429,2,543.942,227.165,0.0028297675051708,South America
Argentina,MAY2016,May 2016,2016,5,May,Solar,0.513,3,13.917,6.401,4.3425490746137966e-05,South America
Argentina,MAY2016,May 2016,2016,5,May,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,MAY2016,May 2016,2016,5,May,Hydro,31297.152,1,375970.336,155014.294,0.6760759950918896,South America
Brazil,MAY2016,May 2016,2016,5,May,Wind,2390.929,2,33240.086,6387.242,0.0516484599898756,South America
Brazil,MAY2016,May 2016,2016,5,May,Solar,5.939,3,84.498,14.186,0.0001282933135529,South America
Brazil,MAY2016,May 2016,2016,5,May,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,MAY2016,May 2016,2016,5,May,Hydro,1794.15,1,22807.999,7444.255,0.2762607887063438,South America
Chile,MAY2016,May 2016,2016,5,May,Wind,136.878,2,2445.999,686.524,0.0210762891823687,South America
Chile,MAY2016,May 2016,2016,5,May,Solar,140.442,3,2589.998,439.996,0.0216250690786703,South America
Colombia,MAY2016,May 2016,2016,5,May,Hydro,4456.328,1,48459.195,20891.139,0.7149554429116568,South America
Colombia,MAY2016,May 2016,2016,5,May,Wind,4.032,2,50.622,29.261,0.0006468779555319,South America
Colombia,MAY2016,May 2016,2016,5,May,Solar,0.67,3,8.947,3.791,0.0001074921205869,South America
Argentina,JUN2016,June 2016,2016,6,June,Hydro,2444.729,1,29316.745,13148.712,0.1971828520785618,South America
Argentina,JUN2016,June 2016,2016,6,June,Wind,41.783,2,543.942,282.197,0.0033700631474484,South America
Argentina,JUN2016,June 2016,2016,6,June,Solar,0.751,3,13.917,7.376,6.057289863661778e-05,South America
Argentina,JUN2016,June 2016,2016,6,June,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,JUN2016,June 2016,2016,6,June,Hydro,29182.306,1,375970.336,181162.108,0.6574002186775576,South America
Brazil,JUN2016,June 2016,2016,6,June,Wind,2697.969,2,33240.086,8048.09,0.0607781102214907,South America
Brazil,JUN2016,June 2016,2016,6,June,Solar,5.7,3,84.498,17.02,0.0001284059335976,South America
Brazil,JUN2016,June 2016,2016,6,June,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,JUN2016,June 2016,2016,6,June,Hydro,1607.805,1,22807.999,9043.579,0.2451007443551391,South America
Chile,JUN2016,June 2016,2016,6,June,Wind,194.592,2,2445.999,893.028,0.0296644456545136,South America
Chile,JUN2016,June 2016,2016,6,June,Solar,143.832,3,2589.998,516.517,0.021926371831216,South America
Colombia,JUN2016,June 2016,2016,6,June,Hydro,4255.49,1,48459.195,25027.352,0.6979510647489519,South America
Colombia,JUN2016,June 2016,2016,6,June,Wind,5.915,2,50.622,36.275,0.0009701304780389,South America
Colombia,JUN2016,June 2016,2016,6,June,Solar,0.697,3,8.947,4.488,0.0001143163048509,South America
Argentina,JUL2016,July 2016,2016,7,July,Hydro,2140.885,1,29316.745,16306.88,0.1715282020811711,South America
Argentina,JUL2016,July 2016,2016,7,July,Wind,40.589,2,543.942,334.69,0.0032520000814021,South America
Argentina,JUL2016,July 2016,2016,7,July,Solar,1.114,3,13.917,8.416,8.925393802956469e-05,South America
Argentina,JUL2016,July 2016,2016,7,July,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,JUL2016,July 2016,2016,7,July,Hydro,29581.697,1,375970.336,208646.137,0.6401940546697388,South America
Brazil,JUL2016,July 2016,2016,7,July,Wind,3355.365,2,33240.086,10003.158,0.0726153311707211,South America
Brazil,JUL2016,July 2016,2016,7,July,Solar,6.6,3,84.498,20.106,0.000142834292462,South America
Brazil,JUL2016,July 2016,2016,7,July,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,JUL2016,July 2016,2016,7,July,Hydro,1544.296,1,22807.999,10791.975,0.2363077201808203,South America
Chile,JUL2016,July 2016,2016,7,July,Wind,166.025,2,2445.999,1066.165,0.0254050967191656,South America
Chile,JUL2016,July 2016,2016,7,July,Solar,183.752,3,2589.998,599.415,0.0281176770506859,South America
Colombia,JUL2016,July 2016,2016,7,July,Hydro,4579.753,1,48459.195,29428.591,0.7348421408165049,South America
Colombia,JUL2016,July 2016,2016,7,July,Wind,7.022,2,50.622,43.35,0.0011267117490426,South America
Colombia,JUL2016,July 2016,2016,7,July,Solar,0.75,3,8.947,5.238,0.0001203409017063,South America
Argentina,AUG2016,August 2016,2016,8,August,Hydro,2023.766,1,29316.745,19650.211,0.1812627845792023,South America
Argentina,AUG2016,August 2016,2016,8,August,Wind,44.938,2,543.942,386.367,0.0040249648494046,South America
Argentina,AUG2016,August 2016,2016,8,August,Solar,1.297,3,13.917,9.536,0.0001161684856842,South America
Argentina,AUG2016,August 2016,2016,8,August,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,AUG2016,August 2016,2016,8,August,Hydro,29469.324,1,375970.336,236375.056,0.6181881632564357,South America
Brazil,AUG2016,August 2016,2016,8,August,Wind,3432.001,2,33240.086,12579.992,0.0719942674790996,South America
Brazil,AUG2016,August 2016,2016,8,August,Solar,7.466,3,84.498,24.143,0.0001566168544236,South America
Brazil,AUG2016,August 2016,2016,8,August,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,AUG2016,August 2016,2016,8,August,Hydro,1870.59,1,22807.999,13080.641,0.293822623551927,South America
Chile,AUG2016,August 2016,2016,8,August,Wind,271.26,2,2445.999,1258.858,0.042608120894849,South America
Chile,AUG2016,August 2016,2016,8,August,Solar,227.284,3,2589.998,686.868,0.0357005977640082,South America
Colombia,AUG2016,August 2016,2016,8,August,Hydro,4708.546,1,48459.195,34001.36,0.7251174791260299,South America
Colombia,AUG2016,August 2016,2016,8,August,Wind,5.683,2,50.622,49.206,0.0008751836838534,South America
Colombia,AUG2016,August 2016,2016,8,August,Solar,0.75,3,8.947,5.988,0.0001155002222224,South America
Argentina,SEP2016,September 2016,2016,9,September,Hydro,2206.687,1,29316.745,23110.8,0.210674592286364,South America
Argentina,SEP2016,September 2016,2016,9,September,Wind,44.537,2,543.942,435.146,0.0042519914771137,South America
Argentina,SEP2016,September 2016,2016,9,September,Solar,1.307,3,13.917,10.896,0.0001247805837974,South America
Argentina,SEP2016,September 2016,2016,9,September,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,SEP2016,September 2016,2016,9,September,Hydro,27885.295,1,375970.336,264546.111,0.5991062121683254,South America
Brazil,SEP2016,September 2016,2016,9,September,Wind,3594.456,2,33240.086,14861.703,0.0772256818142218,South America
Brazil,SEP2016,September 2016,2016,9,September,Solar,8.18,3,84.498,31.549,0.0001757445569622,South America
Brazil,SEP2016,September 2016,2016,9,September,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,SEP2016,September 2016,2016,9,September,Hydro,1741.189,1,22807.999,15318.757,0.2867708723805559,South America
Chile,SEP2016,September 2016,2016,9,September,Wind,205.033,2,2445.999,1440.847,0.0337685870269123,South America
Chile,SEP2016,September 2016,2016,9,September,Solar,270.104,3,2589.998,806.204,0.0444856702595052,South America
Colombia,SEP2016,September 2016,2016,9,September,Hydro,4654.819,1,48459.195,38028.505,0.7385718812292156,South America
Colombia,SEP2016,September 2016,2016,9,September,Wind,3.333,2,50.622,53.095,0.0005288412030923,South America
Colombia,SEP2016,September 2016,2016,9,September,Solar,0.745,3,8.947,6.733,0.0001182078296741,South America
Argentina,OCT2016,October 2016,2016,10,October,Hydro,2346.972,1,29316.745,26513.442,0.2223942394751168,South America
Argentina,OCT2016,October 2016,2016,10,October,Wind,44.446,2,543.942,487.545,0.0042116115436021,South America
Argentina,OCT2016,October 2016,2016,10,October,Solar,1.348,3,13.917,12.11,0.0001277337074376,South America
Argentina,OCT2016,October 2016,2016,10,October,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,OCT2016,October 2016,2016,10,October,Hydro,29390.029,1,375970.336,294887.475,0.6071530491468733,South America
Brazil,OCT2016,October 2016,2016,10,October,Wind,3734.626,2,33240.086,17339.357,0.0771516613108204,South America
Brazil,OCT2016,October 2016,2016,10,October,Solar,8.101,3,84.498,40.894,0.0001673542700872,South America
Brazil,OCT2016,October 2016,2016,10,October,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,OCT2016,October 2016,2016,10,October,Hydro,1857.037,1,22807.999,17747.504,0.3001100704880998,South America
Chile,OCT2016,October 2016,2016,10,October,Wind,286.905,2,2445.999,1663.314,0.0463658396539155,South America
Chile,OCT2016,October 2016,2016,10,October,Solar,292.942,3,2589.998,941.027,0.0473414607619153,South America
Colombia,OCT2016,October 2016,2016,10,October,Hydro,4458.058,1,48459.195,41412.304,0.7047928611008569,South America
Colombia,OCT2016,October 2016,2016,10,October,Wind,1.444,2,50.622,56.7,0.0002282879431872,South America
Colombia,OCT2016,October 2016,2016,10,October,Solar,0.688,3,8.947,7.421,0.0001087687707152,South America
Argentina,NOV2016,November 2016,2016,11,November,Hydro,2514.232,1,29316.745,28975.005,0.2418761546740899,South America
Argentina,NOV2016,November 2016,2016,11,November,Wind,45.753,2,543.942,533.309,0.0044015666433342,South America
Argentina,NOV2016,November 2016,2016,11,November,Solar,1.412,3,13.917,13.447,0.0001358383515919,South America
Argentina,NOV2016,November 2016,2016,11,November,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,NOV2016,November 2016,2016,11,November,Hydro,29575.104,1,375970.336,324098.012,0.6256833225907992,South America
Brazil,NOV2016,November 2016,2016,11,November,Wind,3402.626,2,33240.086,19310.281,0.0719850838466651,South America
Brazil,NOV2016,November 2016,2016,11,November,Solar,7.443,3,84.498,50.051,0.0001574622009796,South America
Brazil,NOV2016,November 2016,2016,11,November,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,NOV2016,November 2016,2016,11,November,Hydro,2182.717,1,22807.999,20677.228,0.3506331572336581,South America
Chile,NOV2016,November 2016,2016,11,November,Wind,253.466,2,2445.999,1883.166,0.0407169522349376,South America
Chile,NOV2016,November 2016,2016,11,November,Solar,316.264,3,2589.998,1086.781,0.050804866063418,South America
Colombia,NOV2016,November 2016,2016,11,November,Hydro,4593.596,1,48459.195,44658.98,0.7420235148774745,South America
Colombia,NOV2016,November 2016,2016,11,November,Wind,1.075,2,50.622,60.917,0.0001736494194294,South America
Colombia,NOV2016,November 2016,2016,11,November,Solar,0.648,3,8.947,8.069,0.0001046742546886,South America
Argentina,DEC2016,December 2016,2016,12,December,Hydro,2603.387,1,29316.745,31843.542,0.2071911295586116,South America
Argentina,DEC2016,December 2016,2016,12,December,Wind,54.544,2,543.942,588.61,0.0043408962903498,South America
Argentina,DEC2016,December 2016,2016,12,December,Solar,1.477,3,13.917,14.912,0.000117547371312,South America
Argentina,DEC2016,December 2016,2016,12,December,Geothermal,0.0,4,0.0,0.0,0.0,South America
Brazil,DEC2016,December 2016,2016,12,December,Hydro,34086.238,1,375970.336,355076.9,0.7177804662946136,South America
Brazil,DEC2016,December 2016,2016,12,December,Wind,3063.085,2,33240.086,21465.9,0.0645017669477058,South America
Brazil,DEC2016,December 2016,2016,12,December,Solar,6.763,3,84.498,58.652,0.0001424137592875,South America
Brazil,DEC2016,December 2016,2016,12,December,Geothermal,0.0,4,0.0,0.0,0.0,South America
Chile,DEC2016,December 2016,2016,12,December,Hydro,2210.17,1,22807.999,23403.001,0.3333798420263109,South America
Chile,DEC2016,December 2016,2016,12,December,Wind,277.525,2,2445.999,2111.999,0.041861594654869,South America
Chile,DEC2016,December 2016,2016,12,December,Solar,336.899,3,2589.998,1238.001,0.0508175096932915,South America
Colombia,DEC2016,December 2016,2016,12,December,Hydro,4877.303,1,48459.195,47938.041,0.7703668989943838,South America
Colombia,DEC2016,December 2016,2016,12,December,Wind,1.559,2,50.622,67.497,0.0002462430559537,South America
Colombia,DEC2016,December 2016,2016,12,December,Solar,0.878,3,8.947,8.947,0.0001386795401714,South America
Argentina,JAN2017,January 2017,2017,1,January,Hydro,2710.078,1,31365.202,2879.946,0.2044774905433768,South America
Argentina,JAN2017,January 2017,2017,1,January,Wind,55.788,2,607.149,48.728,0.0042092479413632,South America
